Time,Temp1,Temp2,FlowRate,Heater,Cooler,Setpoint,PumpSpeed
2025-07-19 11:36:04.635758,49.88,49.81,6.22,0.02,0.0,50.0,255.0
2025-07-19 11:36:04.838528,49.88,49.81,4.74,0.01,0.0,50.0,27.0
2025-07-19 11:36:04.940221,49.88,49.81,6.22,0.02,0.0,50.0,255.0
2025-07-19 11:36:11.522248,49.69,49.88,3.7,0.0,100.0,36.0,255.0
2025-07-19 11:36:13.139914,49.63,49.94,12.78,0.0,83.51,36.0,255.0
2025-07-19 11:36:14.757991,49.56,49.94,10.57,0.0,83.27,36.0,201.0
2025-07-19 11:36:16.375743,49.56,50.06,11.52,0.0,85.47,36.0,255.0
2025-07-19 11:36:17.993617,49.5,50.19,7.7,0.0,85.6,36.0,0.0
2025-07-19 11:36:19.603462,49.5,50.19,3.35,0.0,85.55,36.0,0.0
2025-07-19 11:36:21.220974,49.5,50.13,5.17,0.0,85.3,36.0,254.0
2025-07-19 11:36:22.834880,49.5,50.06,5.96,0.0,31.26,45.0,217.0
2025-07-19 11:36:24.448216,49.5,50.06,3.0,0.0,22.31,45.0,0.0
2025-07-19 11:36:26.065972,49.5,50.0,8.91,0.0,21.81,45.0,255.0
2025-07-19 11:36:27.680348,49.56,49.94,5.83,0.0,22.38,45.0,0.0
2025-07-19 11:36:29.298136,49.63,49.94,10.04,0.0,22.91,45.0,255.0
2025-07-19 11:36:30.915897,49.63,49.88,9.52,0.0,22.25,45.0,255.0
2025-07-19 11:36:32.529675,49.69,49.88,12.43,0.0,23.1,45.0,255.0
2025-07-19 11:36:34.147629,49.69,49.81,9.04,0.0,22.44,45.0,76.0
2025-07-19 11:36:35.761032,49.69,49.81,3.04,0.0,22.85,45.0,0.0
2025-07-19 11:36:37.375062,49.69,49.75,6.43,0.0,22.51,45.0,255.0
2025-07-19 11:36:38.992814,49.69,49.69,10.78,0.0,22.48,45.0,255.0
2025-07-19 11:36:40.610781,49.63,49.69,8.61,0.0,22.45,45.0,137.0
2025-07-19 11:36:42.224007,49.63,49.63,5.09,0.0,22.41,45.0,0.0
2025-07-19 11:36:43.842161,49.63,49.63,11.57,0.0,22.82,45.0,255.0
2025-07-19 11:36:45.460019,49.56,49.56,10.48,0.0,22.03,45.0,255.0
2025-07-19 11:36:47.082639,49.56,49.56,2.13,0.0,22.75,45.0,0.0
2025-07-19 11:36:48.687642,49.56,49.5,8.7,0.0,22.4,45.0,255.0
2025-07-19 11:36:50.301288,49.5,49.44,2.78,0.0,21.93,45.0,0.0
2025-07-19 11:36:51.915191,49.44,49.44,9.57,0.0,22.21,45.0,255.0
2025-07-19 11:36:53.533104,49.44,49.38,3.65,0.0,22.17,45.0,0.0
2025-07-19 11:36:55.146613,49.38,49.38,8.65,0.0,22.13,45.0,255.0
2025-07-19 11:36:56.760622,49.38,49.31,8.09,0.0,22.09,45.0,224.0
2025-07-19 11:36:58.378304,49.31,49.25,9.13,0.0,21.62,45.0,255.0
2025-07-19 11:36:59.996114,49.31,49.25,7.35,0.0,22.33,45.0,120.0
2025-07-19 11:37:01.613969,49.25,49.19,12.09,0.0,21.54,45.0,255.0
2025-07-19 11:37:03.227890,49.25,49.19,6.74,0.0,22.25,45.0,0.0
2025-07-19 11:37:04.845304,49.19,49.13,13.52,0.0,21.45,45.0,255.0
2025-07-19 11:37:06.459533,49.13,49.06,8.43,0.0,21.29,45.0,0.0
2025-07-19 11:37:08.074324,49.13,49.06,8.74,0.0,21.99,45.0,255.0
2025-07-19 11:37:09.690977,49.06,49.0,8.57,0.0,21.2,45.0,255.0
2025-07-19 11:37:11.308711,49.06,49.0,9.91,0.0,21.9,45.0,255.0
2025-07-19 11:37:12.922612,49.0,48.94,7.3,0.0,21.11,45.0,73.0
2025-07-19 11:37:14.540062,49.0,48.94,8.43,0.0,21.81,45.0,255.0
2025-07-19 11:37:16.154127,48.94,48.88,7.7,0.0,21.02,45.0,207.0
2025-07-19 11:37:17.673727,48.88,48.88,7.04,39.02,0.0,60.0,188.0
2025-07-19 11:37:19.189059,48.88,48.81,6.83,39.37,0.0,60.0,207.0
2025-07-19 11:37:20.704565,48.81,48.75,10.96,40.15,0.0,60.0,255.0
2025-07-19 11:37:22.224073,48.81,48.75,8.96,39.75,0.0,60.0,178.0
2025-07-19 11:37:23.743309,48.81,48.75,5.52,39.98,0.0,60.0,0.0
2025-07-19 11:37:25.254674,48.81,48.75,13.26,40.2,0.0,60.0,255.0
2025-07-19 11:37:26.770388,48.75,48.81,4.61,40.43,0.0,60.0,0.0
2025-07-19 11:37:28.285899,48.81,48.94,11.04,39.34,0.0,60.0,255.0
2025-07-19 11:37:29.801542,48.81,49.06,3.3,39.62,0.0,60.0,0.0
2025-07-19 11:37:31.316865,48.94,49.19,8.3,38.71,0.0,60.0,255.0
2025-07-19 11:37:32.832256,49.0,49.44,6.57,37.99,0.0,60.0,108.0
2025-07-19 11:37:34.347830,49.19,49.56,8.3,37.58,0.0,60.0,255.0
2025-07-19 11:37:35.863262,49.31,49.69,9.17,37.6,0.0,60.0,255.0
2025-07-19 11:37:37.378654,49.38,49.94,6.83,36.87,0.0,60.0,80.0
2025-07-19 11:37:38.898261,49.5,50.19,10.48,36.01,0.0,60.0,255.0
2025-07-19 11:37:40.418547,49.69,50.38,7.87,35.46,0.0,60.0,105.0
2025-07-19 11:37:41.929255,49.88,50.56,7.78,34.91,0.0,60.0,255.0
2025-07-19 11:37:43.444476,50.06,50.75,2.61,34.35,0.0,60.0,0.0
2025-07-19 11:37:44.959957,50.25,51.0,12.78,33.35,0.0,60.0,255.0
2025-07-19 11:37:46.475311,50.44,51.25,8.3,32.66,0.0,60.0,4.0
2025-07-19 11:37:47.987250,50.69,51.5,1.09,31.52,0.0,60.0,0.0
2025-07-19 11:37:49.502430,50.88,51.69,9.0,31.57,0.0,60.0,255.0
2025-07-19 11:37:51.017797,51.13,51.81,8.57,30.99,0.0,60.0,255.0
2025-07-19 11:37:52.537202,51.31,52.0,10.83,30.41,0.0,60.0,255.0
2025-07-19 11:37:54.052803,51.56,52.25,5.87,28.95,0.0,60.0,0.0
2025-07-19 11:37:55.568247,51.75,52.5,8.3,28.54,0.0,60.0,255.0
2025-07-19 11:37:57.083773,52.0,52.75,10.35,27.38,0.0,60.0,255.0
2025-07-19 11:37:58.599016,52.25,53.0,4.74,26.53,0.0,60.0,0.0
2025-07-19 11:38:00.114475,52.5,53.25,12.43,25.67,0.0,60.0,255.0
2025-07-19 11:38:01.629916,52.75,53.44,7.61,25.25,0.0,60.0,0.0
2025-07-19 11:38:03.141463,53.0,53.63,2.13,24.5,0.0,60.0,0.0
2025-07-19 11:38:04.656773,53.19,53.81,6.22,24.2,0.0,60.0,255.0
2025-07-19 11:38:06.172172,53.38,54.0,4.17,23.57,0.0,60.0,7.0
